i,Pref[i],Char[i],Used[i]
9465,783,76,1
9466,9247,46,1
9467,1812,78,1
9468,9086,79,1
9469,9235,69,2
9470,3598,84,3
9471,9463,67,1
9472,9240,65,2
9473,9299,79,5
9474,9266,44,1
9475,833,87,3
9476,7244,32,2
9477,273,85,2
9478,9360,32,3
9479,447,79,7
9480,6186,78,6
9481,81,84,18
9482,1419,85,3
9483,88,80,9
9484,9178,78,2
9485,3864,84,1
9486,9408,73,1
9487,76,77,5
9488,9440,69,1
9489,1449,70,1
9490,73,69,4
9491,72,67,3
9492,70,84,9
9493,9362,79,8
9494,9372,79,3
9495,9407,72,3
9496,776,32,30
9497,9265,67,2
9498,9133,32,2
9499,6172,70,1
9500,9147,69,2
9501,777,87,4
9502,9476,76,1
9503,6881,75,2
9504,9084,65,1
9505,9208,72,1
9506,9119,84,3
9507,9218,65,2
9508,68,67,7
9509,9492,85,1
9510,9290,76,2
9511,859,89,4
9512,774,80,3
9513,9388,32,2
9514,1413,13,2
9515,260,76,4
9516,9247,44,1
9517,9475,69,1
9518,9501,73,2
9519,9111,76,1
9520,9503,32,1
9521,9333,84,1
9522,9413,65,1
9523,766,84,5
9524,87,83,3
9525,9154,70,4
9526,9139,73,3
9527,1604,32,9
9528,9444,68,8
9529,1403,72,2
9530,9506,72,1
9531,9496,73,3
9532,9487,80,2
9533,6299,82,6
9534,85,70,1
9535,9490,67,1
9536,9492,73,5
9537,9278,80,1
9538,8059,82,4
9539,767,32,2
9540,601,73,2
9541,1604,83,2
9542,86,13,5
9543,2512,78,4
9544,81,46,2
9545,3707,69,1
9546,1449,69,3
9547,777,73,5
9548,9357,32,1
9549,335,73,3
9550,2468,83,1
9551,86,65,5
9552,7926,83,3
9553,9180,77,1
9554,9245,68,1
9555,1403,76,2
9556,9247,58,1
9557,7637,32,3
9558,2067,47,1
9559,9380,32,7
9560,668,47,2
9561,9559,32,6
9562,35,47,1
9563,9561,47,3
9564,50,13,1
9565,8578,32,12
9566,771,92,2
9567,95,32,3
9568,749,92,5
9569,9567,32,2
9570,668,92,3
9571,9569,32,1
9572,35,92,3
9573,95,13,4
9574,1444,83,1
9575,6298,82,1
9576,9107,78,3
9577,9201,83,1
9578,2469,45,2
9579,48,62,2
9580,746,47,1
9581,9563,32,1
9582,749,47,1
9583,9563,13,1
9584,9565,32,10
9585,9568,32,2
9586,9585,32,1
9587,9570,32,1
9588,9568,13,1
9589,9584,32,9
9590,668,95,5
9591,98,32,7
9592,749,95,2
9593,9591,32,6
9594,9590,32,3
9595,9592,13,1
9596,9589,33,4
9597,2989,33,28
9598,9597,32,9
9599,35,33,27
9600,9598,33,7
9601,9600,13,1
9602,9596,32,2
9603,9599,32,7
9604,9603,33,4
9605,9600,32,5
9606,9604,13,1
9607,1444,68,1
9608,3937,73,4
9609,6236,69,2
9610,1449,83,5
9611,9578,62,1
9612,65,33,2
9613,9605,33,4
9614,9613,32,2
9615,9599,13,7
9616,9596,95,1
9617,98,33,7
9618,9597,95,2
9619,9617,32,4
9620,9599,95,3
9621,9619,33,3
9622,36,95,3
9623,9617,13,1
9624,7803,32,12
9625,2003,95,1
9626,9593,32,3
9627,1433,95,1
9628,7077,10,2
9629,2002,32,28
9630,1885,33,2
9631,9598,32,1
9632,35,95,4
9633,9626,32,2
9634,749,33,4
9635,9597,13,3
9636,9384,47,12
9637,7630,13,3
9638,748,66,1
9639,7961,84,9
9640,87,84,7
9641,1599,77,2
9642,9351,80,3
9643,9122,78,8
9644,1289,32,3
9645,4221,62,2
9646,9612,32,1
9647,9604,32,1
9648,9603,32,2
9649,9632,32,2
9650,668,33,11
9651,9635,10,2
9652,9629,32,12
9653,1884,33,2
9654,9614,33,1
9655,9613,13,1
9656,9589,92,1
9657,95,95,8
9658,98,47,5
9659,9380,92,3
9660,9657,47,7
9661,9659,95,2
9662,9658,32,2
9663,9572,95,2
9664,9658,13,1
9665,8578,45,1
9666,8596,45,18
9667,9383,10,1
9668,9652,32,11
9669,772,33,3
9670,6469,32,8
9671,35,58,11
9672,690,58,7
9673,9672,32,5
9674,9671,32,9
9675,9674,58,7
9676,9673,58,4
9677,3961,33,3
9678,388,32,12
9679,7079,85,2
9680,6166,73,3
9681,6174,32,11
9682,9645,33,1
9683,9670,58,2
9684,9676,32,3
9685,9675,32,6
9686,9685,58,5
9687,9677,13,2
9688,7288,33,2
9689,9683,32,1
9690,9686,32,4
9691,9690,58,3
9692,9687,10,1
9693,9668,32,10
9694,771,33,3
9695,9382,45,1
9696,48,58,4
9697,9672,45,1
9698,9696,32,3
9699,9671,45,1
9700,9698,58,2
9701,61,45,1
9702,9700,45,1
9703,1431,33,1
9704,9678,32,8
9705,1433,33,3
9706,9670,32,4
9707,9691,32,2
9708,9707,32,1
9709,9650,13,3
9710,799,80,2
9711,9402,85,3
9712,88,71,5
9713,6175,45,1
9714,9579,33,1
9715,9706,58,1
9716,9684,58,2
9717,9716,32,1
9718,9674,32,1
9719,9709,10,2
9720,9693,32,7
9721,9650,45,1
9722,9666,45,14
9723,1442,33,1
9724,9704,32,7
9725,9705,32,2
9726,9091,32,28
9727,9615,10,6
9728,9720,32,6
9729,9650,32,3
9730,9726,33,2
9731,9724,32,6
9732,9381,32,2
9733,9730,13,1
9734,9688,45,1
9735,9722,45,12
9736,1438,33,1
9737,6120,13,2
9738,1444,95,1
9739,4395,13,1
9740,1426,47,1
9741,9561,92,1
9742,9573,10,3
9743,1479,33,1
9744,9706,32,2
9745,9620,95,1
9746,9633,32,1
9747,9594,32,1
9748,9590,13,1
9749,799,33,1
9750,9744,32,1
9751,9568,95,1
9752,4386,32,1
9753,9560,32,1
9754,9663,47,1
9755,9661,95,1
9756,9628,13,1
9757,8786,47,5
9758,9637,10,2
9759,4412,32,12
9760,9648,32,1
9761,1433,92,2
9762,95,47,3
9763,9561,32,1
9764,800,92,2
9765,9742,32,2
9766,9566,95,1
9767,4386,47,1
9768,50,45,1
9769,9735,45,10
9770,1430,32,4
9771,668,60,1
9772,6282,32,1
9773,300,69,3
9774,72,89,3
9775,6179,13,2
9776,5351,72,1
9777,776,78,4
9778,9086,89,1
9779,9322,73,1
9780,9192,69,2
9781,1449,84,1
9782,9298,32,2
9783,9773,89,2
9784,774,73,2
9785,762,84,7
9786,9507,32,1
9787,9497,75,1
9788,9267,84,1
9789,9408,66,3
9790,9639,84,8
9791,6091,77,1
9792,9642,73,2
9793,9192,32,2
9794,568,82,2
9795,9324,80,1
9796,9175,83,2
9797,86,72,11
9798,776,68,1
9799,1403,85,2
9800,9483,44,1
9801,9273,13,2
9802,2512,70,1
9803,9526,84,1
9804,9435,32,3
9805,9194,80,2
9806,83,82,8
9807,2077,80,1
9808,9533,32,3
9809,9783,44,1
9810,4782,72,6
9811,9496,84,2
9812,1599,80,1
9813,83,83,4
9814,9525,32,3
9815,9194,66,3
9816,9790,79,4
9817,7962,32,4
9818,9271,78,6
9819,9644,87,1
9820,9252,76,3
9821,6087,65,1
9822,8255,67,1
9823,8257,32,7
9824,9325,84,3
9825,1422,13,1
9826,3333,72,7
9827,9496,83,3
9828,6298,79,1
9829,1418,32,3
9830,651,72,4
9831,776,82,5
9832,9324,84,4
9833,9413,76,1
9834,79,85,7
9835,9712,32,1
9836,9528,32,7
9837,9679,83,1
9838,9392,78,3
9839,9201,32,18
9840,273,69,1
9841,6300,84,1
9842,9210,32,1
9843,775,85,1
9844,6166,32,2
9845,568,76,3
9846,859,79,1
9847,752,73,1
9848,9681,89,1
9849,9322,84,1
9850,9218,84,3
9851,87,85,7
9852,9176,78,3
9853,9086,84,11
9854,1424,13,2
9855,8302,76,1
9856,9834,71,4
9857,74,44,3
9858,9273,32,2
9859,544,80,2
9860,6299,78,2
9861,9853,72,7
9862,9496,68,1
9863,7296,79,1
9864,1410,44,1
9865,833,69,1
9866,1602,67,2
9867,70,46,2
9868,3884,87,1
9869,9424,69,4
9870,9276,32,5
9871,9268,32,7
9872,534,78,5
9873,1289,69,1
9874,9470,72,1
9875,9496,75,1
9876,7084,89,2
9877,92,44,2
9878,9810,69,4
9879,777,66,2
9880,9816,77,3
9881,9792,78,1
9882,1289,13,2
9883,6560,79,1
9884,9421,78,1
9885,9481,79,4
9886,755,84,3
9887,9408,86,1
9888,89,65,2
9889,9291,69,3
9890,9774,83,1
9891,9814,84,1
9892,9408,75,2
9893,9876,44,1
9894,9810,85,1
9895,9844,77,1
9896,6088,65,1
9897,3939,73,1
9898,9681,84,2
9899,1422,65,7
9900,9208,84,2
9901,9892,69,1
9902,9774,32,1
9903,9477,83,1
9904,9193,72,1
9905,9418,69,3
9906,777,84,7
9907,9854,10,1
9908,13,82,2
9909,9107,71,3
9910,7246,84,4
9911,9417,69,1
9912,7245,72,1
9913,7247,32,4
9914,6550,65,1
9915,9889,89,1
9916,3923,32,1
9917,7081,77,1
9918,8254,75,2
9919,7084,32,6
9920,9194,76,3
9921,9247,32,1
9922,9859,69,1
9923,9276,46,1
9924,500,82,1
9925,857,84,2
9926,9640,89,2
9927,774,69,1
9928,7920,69,2
9929,9261,69,1
9930,9276,84,5
9931,6866,89,5
9932,9877,32,1
9933,5236,73,1
9934,76,71,7
9935,9910,63,1
9936,5960,10,2
9937,9428,69,1
9938,7920,76,3
9939,876,78,1
9940,9405,32,7
9941,9204,32,3
9942,447,65,7
9943,9286,77,1
9944,9113,86,2
9945,9419,79,1
9946,9372,84,2
9947,9218,72,1
9948,9506,79,1
9949,755,80,2
9950,9513,65,1
9951,9473,67,2
9952,9498,73,1
9953,9234,82,1
9954,9348,69,2
9955,9470,79,1
9956,9949,73,1
9957,9464,65,1
9958,9951,75,1
9959,78,13,2
9960,5351,69,1
9961,777,40,1
9962,5193,83,1
9963,9164,32,1
9964,396,65,1
9965,68,73,2
9966,3935,66,1
9967,9327,70,2
9968,9500,41,1
9969,697,68,1
9970,406,80,1
9971,9860,68,1
9972,9316,78,2
9973,9861,69,5
9974,9547,78,2
9975,8057,67,1
9976,70,67,1
9977,70,85,2
9978,9176,65,2
9979,9508,89,1
9980,774,79,1
9981,9495,69,2
9982,7085,65,1
9983,3939,85,1
9984,88,70,1
9985,73,65,4
9986,9508,84,4
9987,9851,82,2
9988,9576,71,2
9989,74,13,1
9990,8302,82,2
9991,2077,67,1
9992,7919,83,2
9993,9288,46,1
9994,438,72,9
9995,9496,70,2
9996,7958,82,1
9997,85,83,3
9998,9193,84,1
9999,9102,78,3
10000,9839,84,5
10001,9218,68,1
10002,9212,73,1
10003,9103,84,4
10004,9218,73,2
10005,9780,82,1
10006,9539,84,1
10007,9408,84,3
10008,9370,83,3
10009,9392,79,3
10010,9372,87,1
10011,9429,78,2
10012,9281,72,1
10013,9431,78,2
10014,9885,32,2
10015,9514,10,1
10016,3570,79,1
10017,9266,32,3
10018,9836,65,1
10019,8058,80,5
10020,9402,89,1
10021,774,65,1
10022,2451,83,5
10023,86,76,1
10024,79,73,15
10025,9934,72,3
10026,9913,80,1
10027,9806,69,5
10028,7929,83,6
10029,9289,82,4
10030,9832,79,2
10031,9886,72,2
10032,9496,76,1
10033,6714,70,2
10034,73,84,2
10035,1419,40,1
10036,43,79,1
10037,6171,82,1
10038,9909,72,2
10039,9913,73,1
10040,76,70,6
10041,9307,79,1
10042,9251,73,2
10043,2468,72,1
10044,75,41,1
10045,697,83,2
10046,9222,13,1
10047,9826,65,2
10048,9208,73,3
10049,10040,32,4
10050,9871,67,1
10051,70,79,7
10052,6186,76,2
10053,9454,32,4
10054,9265,79,2
10055,6882,32,1
10056,9872,83,1
10057,9392,68,1
10058,406,32,2
10059,9920,79,1
10060,10017,65,1
10061,9208,87,1
10062,9869,82,1
10063,9832,72,1
10064,9496,80,3
10065,9711,71,2
10066,9202,78,1
10067,9368,84,2
10068,9408,72,4
10069,751,85,4
10070,9680,78,2
10071,9201,13,1
10072,5351,79,1
10073,10052,68,1
10074,1403,77,1
10075,6088,69,1
10076,1602,44,1
10077,1100,84,1
10078,1419,87,1
10079,1409,85,4
10080,9453,68,1
10081,9555,79,1
10082,1401,75,1
10083,9084,76,1
10084,10024,75,3
10085,9919,84,3
10086,9163,62,1
10087,65,13,1
10088,9624,32,7
10089,9653,32,1
10090,9599,42,9
10091,45,33,13
10092,9651,32,1
10093,772,72,1
10094,10069,83,2
10095,9838,71,1
10096,6175,32,4
10097,9729,33,2
10098,36,42,7
10099,10091,32,9
10100,9727,32,4
10101,2067,33,2
10102,9597,42,11
10103,10099,33,6
10104,9731,32,5
10105,4221,45,1
10106,2609,33,1
10107,10102,33,10
10108,9597,45,2
10109,8593,10,5
10110,9629,45,1
10111,3035,32,2
10112,9650,42,2
10113,10099,45,1
10114,8583,13,3
10115,9636,78,11
10116,8251,10,2
10117,9759,32,10
10118,9630,32,1
10119,10112,33,1
10120,2080,13,2
10121,1444,80,2
10122,10065,32,1
10123,9669,32,1
10124,9650,95,1
10125,9617,33,1
10126,10104,32,4
10127,9725,32,1
10128,9594,33,1
10129,10126,32,3
10130,9732,32,1
10131,10090,33,8
10132,10120,10,1
10133,9728,32,4
10134,9694,32,2
10135,9570,95,1
10136,9658,33,1
10137,6120,78,1
10138,9940,65,2
10139,10022,76,2
10140,10024,71,1
10141,9910,32,1
10142,441,82,6
10143,9331,85,1
10144,9176,69,4
10145,9547,83,2
10146,9154,78,2
10147,9973,32,4
10148,9818,83,2
10149,86,46,2
10150,4973,69,1
10151,9491,65,1
10152,68,85,1
10153,9160,84,4
10154,9413,73,2
10155,9793,67,1
10156,9346,78,1
10157,3930,66,1
10158,9327,32,8
10159,10142,79,4
10160,1402,85,1
10161,759,69,1
10162,6168,13,2
10163,5938,88,1
10164,91,65,1
10165,9986,76,1
10166,9292,84,1
10167,9408,83,3
10168,9551,77,2
10169,6088,44,2
10170,9878,82,1
10171,9356,83,2
10172,10146,69,1
10173,777,80,4
10174,9643,32,4
10175,9830,73,2
10176,3596,72,2
10177,9431,83,1
10178,2469,84,5
10179,9408,87,1
10180,9110,68,2
10181,2075,84,1
10182,9298,78,1
10183,10067,72,1
10184,9831,69,4
10185,9257,79,1
10186,1410,69,6
10187,9118,65,1
10188,7926,13,1
10189,679,79,1
10190,10186,32,4
10191,698,69,1
10192,9391,73,3
10193,9363,78,1
10194,9086,73,6
10195,1604,44,1
10196,9858,79,1
10197,9317,32,4
10198,10175,67,1
10199,9823,73,2
10200,10003,72,3
10201,9811,72,1
10202,75,73,14
10203,762,78,1
10204,9319,83,2
10205,9193,65,2
10206,9189,72,1
10207,6667,83,1
10208,2469,65,4
10209,8060,79,1
10210,9179,84,2
10211,1419,78,1
10212,1417,13,1
10213,9990,69,1
10214,10028,85,1
10215,10144,32,2
10216,544,78,5
10217,10194,84,2
10218,3245,32,3
10219,9941,78,1
10220,9940,85,1
10221,10153,72,3
10222,10064,73,1
10223,9464,84,2
10224,9218,62,1
10225,65,71,1
10226,1601,78,1
10227,9481,76,1
10228,860,60,1
10229,63,32,1
10230,441,85,4
10231,6166,72,4
10232,1412,69,2
10233,385,67,1
10234,9823,80,1
10235,10174,85,1
10236,9483,32,4
10237,682,65,1
10238,9189,84,2
10239,9931,13,1
10240,3333,79,2
10241,755,70,1
10242,9490,69,2
10243,7920,32,2
10244,9209,32,1
10245,9830,69,1
10246,9870,89,1
10247,9322,76,1
10248,6714,84,2
10249,9451,68,1
10250,7296,87,1
10251,90,78,1
10252,81,41,1
10253,697,85,1
10254,88,78,11
10255,9481,73,3
10256,1447,32,2
10257,9941,70,1
10258,9314,68,1
10259,1403,87,5
10260,9424,73,2
10261,10176,32,1
10262,9182,32,5
10263,9194,84,3
10264,9362,71,1
10265,9910,69,1
10266,7929,84,4
10267,1419,79,7
10268,9114,13,2
10269,9367,68,1
10270,10259,72,1
10271,10202,67,2
10272,10199,83,1
10273,9199,79,1
10274,1401,83,1
10275,9180,83,3
10276,790,46,1
10277,3206,69,2
10278,1602,84,3
10279,9362,78,2
10280,10000,72,3
10281,9995,69,1
10282,6300,76,1
10283,876,70,1
10284,9147,32,3
10285,9140,83,2
10286,9164,83,2
10287,10178,72,3
10288,9496,72,1
10289,6667,82,4
10290,9954,83,1
10291,9399,65,1
10292,9523,32,2
10293,9161,13,2
10294,9515,79,1
10295,10017,80,1
10296,9388,73,1
10297,6174,46,2
10298,4075,79,1
10299,7080,84,1
10300,9899,84,6
10301,1419,89,1
10302,9322,72,1
10303,9905,32,2
10304,601,79,2
10305,9480,68,5
10306,1403,84,3
10307,9408,76,5
10308,6881,83,1
10309,10275,84,1
10310,10267,78,1
10311,9319,44,1
10312,6162,69,2
10313,9930,76,1
10314,9292,80,1
10315,10027,83,2
10316,9332,73,1
10317,1604,13,1
10318,260,85,1
10319,9483,87,1
10320,90,65,5
10321,766,68,3
10322,9799,78,1
10323,10255,76,2
10324,876,89,1
10325,9322,70,1
10326,10242,76,1
10327,876,65,1
10328,10139,73,1
10329,10025,84,1
10330,1419,82,1
10331,857,68,3
10332,71,85,2
10333,759,84,1
10334,9493,78,7
10335,10194,78,2
10336,9853,69,1
10337,10192,79,2
10338,9494,78,1
10339,10147,84,2
10340,10008,73,2
10341,9168,13,1
10342,5351,82,1
10343,9395,72,1
10344,75,46,1
10345,9994,73,4
10346,9103,87,2
10347,9820,32,2
10348,266,65,2
10349,10019,69,2
10350,9870,87,1
10351,9869,78,2
10352,10339,79,1
10353,9401,32,1
10354,9161,32,10
10355,9815,79,2
10356,1418,84,5
10357,9641,32,1
10358,9818,32,2
10359,6172,67,1
10360,10051,77,3
10361,6088,83,2
10362,2469,69,2
10363,72,86,5
10364,6669,78,2
10365,3864,87,1
10366,9446,72,10
10367,1423,72,1
10368,9496,74,1
10369,77,85,1
10370,10254,67,1
10371,9536,79,3
10372,9494,70,1
10373,9337,69,3
10374,10173,76,1
10375,9856,32,3
10376,9836,84,2
10377,10068,79,2
10378,6197,73,3
10379,10297,32,1
10380,335,79,3
10381,7297,79,1
10382,9829,82,1
10383,857,76,2
10384,6714,65,3
10385,7926,69,1
10386,9328,89,1
10387,774,84,4
10388,10340,79,1
10389,10268,10,1
10390,13,70,2
10391,73,82,6
10392,9353,32,1
10393,9194,87,1
10394,10011,67,1
10395,9823,78,1
10396,9405,33,1
10397,2989,84,1
10398,9408,68,2
10399,9608,86,2
10400,9437,32,1
10401,9325,76,3
10402,9253,78,1
10403,9940,66,1
10404,10158,84,2
10405,9116,80,1
10406,83,80,4
10407,6299,68,2
10408,1403,73,3
10409,9127,84,1
10410,10377,85,1
10411,10070,71,1
10412,9202,83,1
10413,9542,10,4
10414,3037,76,1
10415,859,85,1
10416,9360,82,1
10417,3938,84,1
10418,6091,68,1
10419,9529,69,1
10420,9546,58,1
10421,690,40,1
10422,43,68,2
10423,7296,78,1
10424,763,84,3
10425,1603,32,1
10426,335,82,4
10427,3938,87,1
10428,753,80,1
10429,10027,84,1
10430,9926,41,1
10431,3692,32,5
10432,2003,33,2
10433,10107,32,7
10434,10100,32,3
10435,1468,79,1
10436,10378,78,2
10437,9839,32,7
10438,9604,42,1
10439,10103,13,1
10440,10115,47,10
10441,6827,13,3
10442,8578,33,1
10443,10433,33,6
10444,9678,45,1
10445,8567,33,1
10446,9618,33,1
10447,10108,45,1
10448,8577,10,1
10449,1398,45,1
10450,9666,32,1
10451,772,45,1
10452,10109,32,1
10453,10101,32,1
10454,10131,32,7
10455,10434,32,2
10456,7638,76,1
10457,10375,32,2
10458,800,33,2
10459,10443,13,2
10460,9602,92,1
10461,9660,32,3
10462,10455,32,1
10463,10432,32,1
10464,9669,13,1
10465,692,78,1
10466,9940,89,1
10467,9345,79,1
10468,9114,84,1
10469,10279,85,1
10470,88,69,1
10471,9906,72,2
10472,10202,83,4
10473,2469,80,1
10474,9806,79,2
10475,9149,69,1
10476,10028,32,3
10477,9824,72,2
10478,10232,65,1
10479,9508,72,1
10480,1412,79,1
10481,9981,32,1
10482,10148,32,1
10483,8386,78,1
10484,10323,32,1
10485,9871,87,1
10486,1409,82,2
10487,85,75,4
10488,9084,89,1
10489,9308,82,2
10490,85,13,2
10491,5351,65,2
10492,68,89,2
10493,774,85,2
10494,10236,84,1
10495,9850,72,2
10496,9496,79,3
10497,10197,84,1
10498,10300,32,4
10499,10262,87,1
10500,10180,69,1
10501,10266,46,1
10502,265,87,3
10503,10366,32,8
10504,396,79,4
10505,9223,32,3
10506,10142,65,1
10507,9986,73,1
10508,3596,69,2
10509,777,89,1
10510,9345,65,2
10511,9286,71,1
10512,6163,32,4
10513,601,65,2
10514,9965,82,1
10515,85,76,2
10516,860,13,1
10517,260,70,5
10518,9985,83,2
10519,10205,84,1
10520,9426,73,2
10521,2468,46,1
10522,2218,83,1
10523,9289,71,2
10524,74,71,1
10525,1601,83,4
10526,9399,82,1
10527,3938,67,2
10528,9536,67,1
10529,7175,78,1
10530,9839,79,1
10531,9372,65,3
10532,2451,70,2
10533,9258,82,2
10534,1450,80,3
10535,10174,84,1
10536,9851,77,1
10537,9245,82,1
10538,9148,67,2
10539,9240,84,1
10540,10498,73,1
10541,2468,13,1
10542,260,66,3
10543,7961,85,2
10544,9712,72,2
10545,9913,70,1
10546,10391,79,4
10547,9817,65,1
10548,2451,72,1
10549,10289,68,3
10550,71,87,1
10551,10320,82,2
10552,9324,83,2
10553,790,79,1
10554,10186,44,1
10555,9878,32,1
10556,447,72,1
10557,8259,80,1
10558,9808,84,1
10559,9789,69,1
10560,10278,69,1
10561,1449,46,2
10562,2218,87,1
10563,10079,76,3
10564,10053,76,1
10565,10084,69,2
10566,9906,79,3
10567,82,13,2
10568,5782,73,1
10569,2468,67,1
10570,9977,83,1
10571,9332,65,1
10572,3818,65,1
10573,8255,73,4
10574,3596,85,2
10575,9453,65,1
10576,766,32,1
10577,9479,78,2
10578,81,70,2
10579,7958,71,1
10580,74,85,2
10581,9978,84,1
10582,10334,32,3
10583,10354,84,5
10584,10154,78,1
10585,9644,78,1
10586,9940,84,1
10587,10498,77,1
10588,8254,89,1
10589,9512,82,1
10590,9331,69,1
10591,9930,32,1
10592,568,13,1
10593,8302,65,2
10594,9523,73,1
10595,10574,76,1
10596,779,82,1
10597,10515,89,1
10598,774,72,4
10599,10549,32,2
10600,35,74,1
10601,77,79,2
10602,6192,32,1
10603,7081,80,2
10604,9388,46,1
10605,10345,83,3
10606,10286,32,1
10607,611,82,1
10608,3938,80,1
10609,83,72,2
10610,10271,76,1
10611,9292,83,2
10612,9797,79,3
10613,752,78,2
10614,9086,72,1
10615,10184,32,3
10616,773,32,1
10617,10263,87,1
10618,1409,13,1
10619,679,73,1
10620,3935,68,1
10621,71,76,1
10622,9342,80,1
10623,9643,83,1
10624,9263,13,4
10625,782,13,1
10626,2011,33,1
10627,10098,33,6
10628,10443,42,2
10629,10103,42,4
10630,10091,13,2
10631,5346,33,4
10632,10627,32,3
10633,10454,33,6
10634,9622,33,2
10635,10107,13,2
10636,10631,42,2
10637,10629,33,3
10638,6469,95,2
10639,9593,33,2
10640,10627,13,1
10641,10631,95,1
10642,9621,42,1
10643,10637,32,2
10644,9620,33,1
10645,6120,77,1
10646,9022,78,9
10647,7294,10,4
10648,10117,32,4
10649,772,95,1
10650,10639,42,1
10651,10643,32,1
10652,9632,13,1
10653,10636,33,1
10654,10628,33,1
10655,10635,10,1
10656,9693,33,2
10657,10632,33,1
10658,10634,32,1
10659,10633,42,4
10660,10630,10,1
10661,10656,42,1
10662,10099,32,1
10663,9649,32,1
10664,10659,33,3
10665,10129,32,2
10666,10664,32,1
10667,10664,13,1
10668,5346,92,1
10669,10461,92,2
10670,10669,95,1
10671,9662,92,1
10672,9660,13,2
10673,10088,32,6
10674,1399,92,1
10675,95,45,1
10676,9666,13,2
10677,4787,72,1
10678,9777,32,2
10679,9871,84,2
10680,9931,32,3
10681,10603,85,1
10682,10231,32,2
10683,9194,50,1
10684,53,78,1
10685,9368,80,1
10686,10174,70,1
10687,10546,77,3
10688,9351,84,1
10689,10307,69,2
10690,72,70,3
10691,10034,32,1
10692,8386,80,2
10693,83,44,1
10694,9249,79,2
10695,10042,76,1
10696,9253,85,1
10697,10254,65,2
10698,6668,79,1
10699,82,73,5
10700,3935,65,1
10701,68,66,2
10702,9461,69,5
10703,9136,66,1
10704,10158,80,1
10705,9796,72,1
10706,10202,78,4
10707,10280,69,2
10708,777,79,4
10709,10197,73,1
10710,9226,82,1
10711,2077,78,3
10712,9481,32,4
10713,10354,73,1
10714,9527,85,1
10715,10236,66,1
10716,9327,67,1
10717,9285,85,1
10718,9160,79,1
10719,9364,73,1
10720,1604,39,2
10721,6297,32,5
10722,9265,78,1
10723,9839,66,1
10724,9880,32,2
10725,9818,46,1
10726,3263,72,2
10727,10496,78,1
10728,81,76,1
10729,10611,79,1
10730,82,76,2
10731,9834,84,1
10732,10582,70,2
10733,10284,84,1
10734,9163,32,4
10735,10262,84,1
10736,9218,71,1
10737,10512,65,2
10738,10022,80,1
10739,6299,67,1
10740,7175,65,1
10741,9174,73,1
10742,10223,72,1
10743,9425,32,3
10744,10054,75,1
10745,6883,32,2
10746,3931,75,3
10747,10085,72,2
10748,10472,58,1
10749,9376,32,4
10750,1404,92,1
10751,9765,32,1
10752,9761,32,1
10753,5814,45,1
10754,8596,13,1
10755,7288,92,1
10756,10672,10,1
10757,4177,72,1
10758,9496,77,2
10759,8254,74,1
10760,10601,82,1
10761,10534,82,2
10762,2077,66,1
10763,10702,77,1
10764,9351,87,1
10765,10503,84,3
10766,10734,73,1
10767,10200,65,2
10768,10048,84,2
10769,9804,72,1
10770,10599,84,1
10771,10004,78,1
10772,81,73,6
10773,1604,73,1
10774,9108,76,3
10775,9511,32,3
10776,384,84,1
10777,6091,67,3
10778,9492,46,1
10779,9994,69,4
10780,9136,82,1
10781,1082,83,1
10782,9222,78,2
10783,9861,65,1
10784,10768,32,1
10785,7082,75,1
10786,7084,83,1
10787,9164,84,1
10788,9417,65,1
10789,10321,69,1
10790,3598,73,2
10791,10049,73,1
10792,9527,73,2
10793,9103,78,1
10794,3930,73,1
10795,9487,77,1
10796,6088,68,3
10797,8644,69,1
10798,1602,76,1
10799,9292,65,1
10800,10349,82,1
10801,3938,78,1
10802,10712,73,1
10803,10767,84,1
10804,87,13,3
10805,260,89,1
10806,9322,85,1
10807,10697,86,1
10808,89,79,2
10809,10699,68,1
10810,9230,66,1
10811,9461,89,2
10812,9512,85,1
10813,10682,84,1
10814,9408,51,1
10815,54,82,1
10816,9348,32,2
10817,10358,70,1
10818,10687,32,2
10819,9920,69,1
10820,10690,84,1
10821,9482,80,1
10822,9081,73,2
10823,9785,79,6
10824,10031,69,1
10825,9118,79,1
10826,10436,71,1
10827,9857,13,1
10828,6560,69,2
10829,10278,73,1
10830,9681,73,2
10831,9527,74,2
10832,77,65,1
10833,68,77,6
10834,80,77,1
10835,10796,58,1
10836,8785,10,1
10837,8557,40,2
10838,7906,41,2
10839,6547,32,2
10840,2007,33,2
10841,10459,10,1
10842,1479,72,1
10843,10094,73,1
10844,9681,32,1
10845,10097,95,1
10846,9621,13,1
10847,9565,33,1
10848,10638,32,1
10849,9719,32,1
10850,10840,32,1
10851,10633,13,1
10852,799,45,2
10853,3035,33,1
10854,10443,45,1
10855,1606,13,4
10856,10852,45,1
10857,10111,33,1
10858,10632,45,1
10859,10855,10,3
10860,10133,32,3
10861,9634,33,2
10862,10627,33,1
10863,9670,13,1
10864,10121,76,1
10865,10457,32,1
10866,10861,42,1
10867,10091,33,1
10868,10665,32,1
10869,10458,92,1
10870,9660,33,1
10871,9737,10,1
10872,3037,32,2
10873,9452,76,1
10874,10053,65,1
10875,1083,83,3
10876,9222,32,1
10877,10746,69,2
10878,10566,32,2
10879,568,68,1
10880,9330,69,1
10881,10476,65,1
10882,2451,84,1
10883,10777,72,1
10884,75,78,1
10885,10772,81,1
10886,3933,69,1
